userName,content,score,sentimen
Faozi Imam,Aplikasi Bapuk... Pesen tiket loading terus gak bisa2.,2,negatif
dendy wardana,"Makin lama makin aneh aplikasinya,, enakan yg dulu",2,negatif
Tri Handoko,ini sekarang mau pesan kok time out maksudnya gimana ya,2,negatif
Dicky Juanda29,Kenapa pasti kadang error saat mau beli tiket apalagi pas liat jadwal nya tidak di temukan pada sebelum nya masih ada jadwal nya di tinggal keluar apk GK ada,2,negatif
Abdul Hadi,aplikasi payah,2,negatif
handoko try,sering bgt pembaruan dan trouble,2,negatif
Ahmad Acong,"Masa mau lihat jadwal tiket doang harus nunggu 7-8 menit??, pliss kai Jan anti kritik kami konsumen agak kecewa",2,negatif
Rajendra Sava,"Aplikasi yang belum sempurna. Sudah mengisi Saldo KAI Payment, top up kartu KMT, Saldo berkurang dan saldo ke kartu tidak masuk. Saat selesai Proses penambahan saldo ke kartu melalui NFC Ponsel, proses penungguan penambahan saldo belum ok Masih bisa di tautkan pembayaran penambahan saldo KMT dengan Shopee Pay. Namun, prosesnya sangat tidak efisien. Sangat lama. Proses pembuatan akun juga masih belum maksimal. Diharapkan bisa ditingkatkan lagi dan menjadi aplikasi yang solutif untuk masyarakat",2,negatif
Arditya Ryan,Mau masuk aplikasi slalu susah,2,negatif
Ines refi Carolina,"Sayangnya untuk pembatalan jadwal masih blm bisa, meskipun kereta lokal kan sayang kalo gabisa dibatalin. Kasian penumpang yang bener² butuh tiket kehalang sama yang udah beli tapi gajadi brgkt. Mungkin bisa diperbaiki lagi sistemnya🙏",2,negatif
Shippo ashter,Loading gajelas,2,negatif
Miarsih Dwi Andayani,Aplikasi kai diminta update terus dan pembelian tiket yg sudah lama ga bisa dihapus JD bikin penuh memori 😪😤,2,negatif
Asih Dewi,"Masih ada saldo saya di KAI pay,namun tiba tiba mau topup tidak bisa.dan malah di suruh aktifasi KAI pay,namun berkali kali di pilih tidak bisa malah time out terus",2,negatif
Qisya Azzalea Latif,"saat di buka layar hanya hitam saja, sedangkan internet tersambung",2,negatif
zul wise,verifikasi otp saja lama telat terus,2,negatif
Sheriena Oktavia Chandra,"minta update terus, baru bulan kemarin di update",2,negatif
Arif Iman Setiadi,kRL Ga sesuai jadwal. Jadinya sy telat untuk transit ke kerta yg lain.,2,negatif
diki ari,"Gapernah bisa pesen, selalu failed acces ketika mau beli tiketnya",2,negatif
Dakhwan Fauzi,"Tolong dong ini kenapa ya... Saya daftar pake nomor yang aktif, tapi kode OTP selalu tidak muncul, dan tiba-tiba kena limit...saya selalu ulang daftar lagi, kena limit lagi... Tolong dong KAI dibenerin",2,negatif
bima pramudya,"Aplikasinya gajelas, tiket on the spot untuk jam paling dekat masih avail di bandara. malah di aplikasi gada. akhirnya beli sesudah nya nunggu lama lagi",2,negatif
Muhammad Fauzan,Saya gak bisa login pakai akun imail baru tolong permudah untuk mendaftar makasih,2,negatif
Bintang P,Aplikasinya sering gak jelas tapi sangat bagus untuk bepergian ke luar kota menggunakan kereta api,2,negatif
Kaitlyn Reese,"Tolong aplikasi nya di perbaiki saya mau scan barcode untuk pembayaran selalu gagal dengan alasan yang tidak jelas, padahal pembayaran sudah sukses tapi saldo tidak terpotong sama sekali",2,negatif
Rina Harahap,AC mati hampir separuh perjalan.dari Surabaya ke pasuruan Penumpang serasa di oven. Tolong pelayanan sarprasnya bapak Mentri perhubungan perkeretaapian,2,negatif
Hasanudin,Sistem antrean ko kaya nggak jelas kadang malah nambah menitnya... jmtadinya 3 menit l berubah jadi 2 berubah 3 berubah 1.. malah nambah lagi jadi 3... Kenapa pilih stasiun dalam 1 kota jadi hilang... malah ribet kalau menyesuaikan jam harus ganti² stasiun dalam milih..,2,negatif
dwi purnawati,dikit dikit update dikit dikit update,2,negatif
Rafiqi Hamlan santoso,KNPA setelah update tidak bisa beli tiket dstu tertera kadarluwarsa trs ...mna mau buat mudik,2,negatif
Lestari,Susah mau daftar member basic nomor telepon udah benar sampe nyoba ganti nomor katanya phone already exist,2,negatif
Alfan Alfiandi,Apk terlalu sering di update terusss,2,negatif
Nounna Yeppeo,habis update mala gk bisa cek harga tiket . padahal biasanya H-20 antar kota bisa beli . sekarang knp gk bisa ya ???,2,negatif
Yamin,Tiap kali mau pesan selalu habis waktu.,2,negatif
Inisial A,Gak ada menu pembatalan,2,negatif
Sang Sang Bramandali,"Bug, ga bisa pesan tiket pulang pergi sekaligus",2,negatif
Andri,"Tolong, untuk kecepatan ditingkatkan lagi. Please... Udah bagus aplikasi nya tapi speed naudzubillah... War tiket jam 00.00 smpe jam mau 07.00 loading lamaaaaaa banget.. Smpe keabisan tiket, jadwal ndk tersedia padahal harusnya 1 minggu lagi bisa loh",2,negatif
arini masihitafi,"KAI sekarang gabisa pembatalan tiket lewat e-wallet ya, tolong diadain lagi ya 🙏",2,negatif
Dwiki Wijaya,"Sudah mau berangkat d update malah tidak bisa buka tiket yang sudah dibayar. Astaga .... Udah smpe kereta penumpang gak tertib sesuai tempat duduk, percuma saya pilih tempat duduk sebelum berangkat. Ekonomi sih tapi tolonglah ini buat para penumpang tertib. Sudah tahun 2025 ini. Kecuali gak ada penumpangnya bolehlah.. SDM 62 mmng agak sulit buat berkembang rata2.. hutf..",2,negatif
Syalaisha Amani,lemottt ada masa antriann bikin gangguuu dan ga bisa liatt jadwal kereta di tanggal berikut nya,2,negatif
atha rachma,"Sblm update tdk ada masalah, tapi setelah dipaksa update ada halaman waktu tunggu yg g jelas,sama kyk dia yg lama ku tunggu tapi tak kunjung kasih kepastian. Kai, apakah servermu njebluk apa gimana? Aku ga mau war tiket, aku tiap minggu harus PP YK-MN krn jauh dr keluarga. Anak rantau yg setia dgn KAI ini dipersulit dan dikecewakan 🥲",2,negatif
Shella Aritonang,"Pakai app ini dari lama.. Dan makin kesini makin eror, gaada perbaikan samsek, sudah masukin tgl dsb milih hari keberangkatan awalnya nongol, tba² ke log out sendiri, dicoba log in lagi bahkan sampe hapus data itu tetep tulisannya tdk ada keberangkatan, tiba² jadwal keberangkatan yg awalnya nongol lenyap, mau pesen kereta untuk weekend juga war tiap jam 00.00 itu pun erornya konsisten.. ekkekeke kebantu sih kebantu, tapi tolonglah diperbaiki, jaman udah maju ini, harusnya bisa diperbaiki",2,negatif
Dwi Wahyu,gak seperti dulu yang bisa lihat harga tiket,2,negatif
Rudy Pur,Makin susah sekarang akses nya,2,negatif
Erlangga Rizky Alvareza,Aneh banget anj tiba-tiba antrean. Ga valid lagi katanya 4 menit tau-tau 10 menit sendiri,2,negatif
Ika Ramadanty,"Makin di update makin gak genah aplikasinya, kebanyakan antrian",2,negatif
Rifanti,"Waktu antrian mempersulit waktu pemesanan, khususnya yg pesan mendekati jam keberangkatan. Tolong kembalikan sistem lama tanpa waktu antrian",2,negatif
Yennia Ratnanda,"aplikasi tidak ramah, banyak upgrade tapi makin jelek. saldo susah masuk, aktivasi lama wkwkw",2,negatif
Ade Vhazian,"Kalian bisa ga bikin apk yg lebih profesional yang tidak menyusahkan konsumen? Disuruh nunggu ternyata gada jadwalnya. Apk sering Lola, tiket minta ampun mahal dan ga worth it. Ini jujur nih. Intropeksi dah",2,negatif
Afifah Agustin,Kenapa sudah ada aplikasi harus apdet lagi,2,negatif
ayu kusnugrahaningrum,"aplikasi semakin payah, tiket sudah dibayar tidak muncul, tidak bisa memesan karna tulisannya tiket belum muncul pdhl udh H-7 (KA lokal)",2,negatif
Kelompok 8 PKN,aplikasi makin kacau,2,negatif
Saijan Izanaghi,"Aplikasi jadi lemot,nunggu antrian nggak sesuai waktunya... Tulisan tinggal 10 menit nunggunya sampe satu jam...hadeuhhhh",2,negatif
Maulana Khaira Fajri,parah ngisi saldo udh tf via mobile banking tp nggk msuk2 lama banget,2,negatif
chintya Putrihandayani,"Sudah di update,malah nggak bisa bukak aplikasi nya lewat data ,tp harus lewat wifi,",2,negatif
LaST _SH,Tak bisa upgrade ke akun basic maupun premium Pakai nomor telepon pakai email buat baru tetep aja gak bisa dan selalu ada tulisan Phone already exist atau profil denied,2,negatif
lup lup,Min kenapa akun saya sudah TF uang dari m banking ke kaspro malah ga masuk?,2,negatif
Aldina Mita Agustin,"Baru kemarin diupdate dengan harapan semakin mudah untuk pesan tiket, ternyata masih sama aja susahnya Wahai pegawai pembuat aplikasi KAI, saya sebagi pengguna ingin memesan tiket kereta lokal untuk tgl 1 maret sudah tepat dari jam 12 malam sampe sekarang akhirnya saya nulis ulasan ini bisa2 nya jadwal yg dipilih tidak ada?",2,negatif
Putra Tekmil,"Kenapa menghilangkan fitur yg bisa memilih semua stasiun di suatu kota. Tdk semua orang tau stasiun mana yang lebih tepat -- ini menyusahkan saat mau memilih tiket. Fitur antrian, saat nyari di YANG PUNYA TIKET masih antri, nyari pake tiket. Mlh sdh dpt tiket. Semoga ada perbaikan. Thx",2,negatif
Aulia Febiana,"Ayooo lahh kalo update tuhh yang benerr lahh, udah nunggu lama-lamaa malah gak ada tiketnya buat apaa, aku gak tidurr lohh nungguin tiket malahh apk nyaa ginii, kalo gak niat buat aplikasi sini gua aja yang buatt",2,negatif
Feri Widi,"Dapet antrian 21 menit,, begitu beres antrian tiket dah habis semua, a",2,negatif
Hotmian Sinurat,Tidak BS di download,2,negatif
Indrawaty Salakory,"top up kai pay lewat mbanking, saldo kepotong tapi di aplikasi kai saldo tidak bertambah 😭",2,negatif
Tasya Kamila,Bolak balik minta update muakk,2,negatif
Hisyam Azka Al Mubarok,Saya ngak bisa login walaupun udah menggunakan gmail lain,2,negatif
Munzirian Rian,Kai pelayanan online semakin gak jelas selalu tdk bs masuk begitu bs masuk sudah habis,2,negatif
Hastin Ambarwati,Payah!!!,2,negatif
Yo Wis,"Setiap ada yang baru harus di update kalau gak di update gak bisa di pakai. Kenapa sih, jadinya gak nyaman banget",2,negatif
Tasya Gia,setiap mau pakee perasaan harus di update setelah di update malah muncul notof gabisa di pake,2,negatif
New Rkbr,"Untuk update yang baru malah ga bisa milih kota mana, jadi kalau yang ga biasa naik kereta malah bingung harus nyari satu satu stasiun Kota asal dan tujuan. Gabisa kaya dulu nyari kota asal dan tujuan saja, nanti bisa compare kereta",2,negatif
Aufa Ikhwan,"kok aneh ya, bilangnya tersedia kursi tapi tidak dapat memilih kursi aneh",2,negatif
Shaqueena Hafidzah,Maaf kasih bintang 2....aplikasinya ini memang membatu tapi harus sering di update...klo ngg di update ngg ke buka aplikasinya,2,negatif
Risky Arwani,"Gak jelas, update mulu",2,negatif
Razinov Pedro,"Ini kenapa tiap mau war tiket pasti ada tulisan dalam antrian dan waktu tunggunya lama banget? 1 menit aja seperti 10 menit nunggunya, makin lama makin turun kualitas aplikasi ini.",2,negatif
Akbar Halilintar,"Ubur2 ikan lele,,abis update makin gajelas lee Setelah update makin gajelas,,dikasih antrean sampe 40mnt ,, giliran selesai tiket habis gmn ceritanya begitu pengguna premium jga ga ada spesialnya ,, waktunya diundur terus akhirnya,sampe 3 hari buat nunggu tiket doang ,,semoga bisa lebih baik lagi kedepannya masih enakan taun2 sebelumnya",2,negatif
febia kay,update mulu dah prasaan,2,negatif
mahmud ahzani,"Banyak trik marketing nya,kalah dengan broker tiket",2,negatif
Sebastianus Bimo Setiaji,Agak lain aplikasi ini...,2,negatif
Indri Indri,"Aplikasinya buruk banget,selalu ada antrian 😏😏😏😡😡😡😡 jadi ga bisa pesen tiket yg murah tolong di perbaiki lagi supaya gaaa ada waktu antrian kesel banget sumpah!!!!!!",2,negatif
Muhamad Riyadhus Sholihin,"Bela²in begadang buat beli tiket, kena antrian estimasi 30menit ternyata sampe 3 jam, gitu hasilnya zonk.. Kasian istri saya sampe mo nangis rasanya 🙄😭",2,negatif
Henny Shen,Tiket blm update dah habis✌🏼,2,negatif
Im Fani,Gampang log out sendiri dan ga bisa masuk,2,negatif
channel Marsela,Update mulu ajir,2,negatif
Thomas Adys,Update 2 mulu,2,negatif
Felia Hanna,"Harus update aplikasi terus, storage hp kepenuhan gara-gara aplikasi ini",2,negatif
Elisa,Makin gak oke kalo lebaran. Ribet. Pembayaran jgn sejam doank. Maximal pas hari H gtu. Apa kurang seminggu.,2,negatif
Mochammad Sirfan,Mau daftar akun basic gak bisa²,2,negatif
Nanda Syarifah,"Halo kai, kenapa setiap kali mencoba memesan selalu timeout dan pemesanan kadaluarsa?? Pemesanan saya lakukan dengan cepat namun keterangan selelu seperti itu. Sangat tidak membantu. Tolong aplikasinya di benahi kembali ya, FYI saya sudah update aplikasi nya juga",2,negatif
Alifia A M,"stop keseringan di update bjir, memo gue abis",2,negatif
Hernawan Hernawan,Bisa ga yah Jangan Terlalu Sering Update log out trus kalo update,2,negatif
Banananadion18,"diupgrade bukannya makin bener, malah makin ngadii",2,negatif
lisa wahyuni,"Untuk sistem antrinya ga banget, nunggu dari jam 00 sampe jam 3 ga kebuka2, waktunya bukannya berkurang malah nambah2 mulu. Udah sisa 3 menit tiba2 balik ke 10 menit.",2,negatif
Fina Suryani,"Ini mo beli tiket bukan mau ngemis, dipikir orang ga punya kesibukan suruh war trs tiap malem, disabar2in nunggu antrian yg malah nambah waktunya sekalinya masuk time out, no available, kocak, ada jg tinggal bayar gagal ..ada apa sih knp dipersulit bgt.. udah harga tiket naiknya ga ketolong, tambahin kereta lbh banyak lagi biar ga pusing bgt klo war saat momen mudik",2,negatif
Azizah Dewi,Kenapa tiba tiba jadwal kereta gamau muncul? Padahal sinyal ga lemot,2,negatif
linda novita sari,Dikit² minta di update ini aplikasi,2,negatif
Isnayanti Sulaiman,Apaa kok sttsnya no antrian aja. Sumpaah da 1 jam nunggu. Masih aja blom2 di situ wktunya cuma 20. Menit. Udah 1jam gua nunggu aja masih belom2 jga,2,negatif
Fredi Ahmad,Setelah d update antri online 20 ment berasa 1 jam setelah antrian selesai tiket tidak tersedia...war tiket jd kacau...,2,negatif
Fajar Wahyu CL purwakarta,Habis update malah gak bisa dipake buat war tiket arus balik.sangat mengwcewakan.sistem antrian juga tidak masuk masuk dapat giliran.,2,negatif
Resa Andiani,Udah lama2 nunggu antrian online hampir 1 jam pas antrian saya tiba tiketnya gak ada dan harus ngulang nunggu antrian lagi...tolong dong kai accsess sistem dulu lagi saja..ini saya jadinya emosi,2,negatif
Suka Ngaspal,Kereta lokal pasti penuh pdhal wkt pemesanan 7 hr,2,negatif
Raihan Ikhwan,selamat memperbaiki segala kekurangan.,2,negatif
Kiki Krisnia,"Perasaan udah di-update, masah harus update terus sih?",2,negatif
Heavensen Trima,"Up date ka up date se aplikasi ko ma, Kalera...",2,negatif
Muh Isa Zulkarnaen,"Tiap ada hari besar tgl merah nasional selalu update, macam aplikasi e commers saja, buat lebih sederhana saja macam m banking bca",2,negatif
merlina 1803,"gaada fitur membatalkan tiket, update terus anjir",2,negatif
reza arifianto,tiap hari upgrade terus..,2,negatif
galih munajat,"Tiket kagak dapet,stres iyaa",2,negatif
Jirina Cafavo,baru saja siang d update.. masak sore minta d update lagi,2,negatif
giri rianto,Oke sih tapi lebih banyak kendala...,2,negatif
Eka Nurdianti,"Kenapa gabisa dipakai ya gess kai accessku 🤔 suruh update udah di update tapi masih aja ga bisa . Udah sesuai juga koh datanya , suruh menjadi member basic udah diklik udah di isi lengkap tetep ga bisa aja pada butuh buat beli tiket😢",2,negatif
Wijaya Andre,Masih susah setiap tahun untuk mudik selalu berebut tiket mudik,2,negatif
Tubagus Syafiq Taftazani,"Gak masuk akal, maintenence bisa sampai 1 minggu lebih , ini gimana",2,negatif
Putra Bayu,"Ini gmna sih, mau beli tiket kok susahnya, perasaan dalam pemeliharaan mulu,",2,negatif
Kartika Sary,Duhhh gimana si ini tolongin saya udah bayar tiket kereta apinya tapi distts masih ada tulisan penulisan tolong dibantu pemilik apk accs kai,2,negatif
laras madu,Lemot ..kurang sat set waktu ngasih kode verifikasi.. sampai saya harus berulang ulang kali upgrade..capek de ...bayangin aja kalau saya posisi tergopoh gopoh ..wah ketinggalan kereta bisa bisa saya...,2,negatif
khairul indra,"Kalo ada problem penanganan lama,misal saya sudah bayar pake qris dana saldu sudah kepotong tapi gak dapat tiket.saya sudah lapor sudah dapat nomer pelaporan tapi proses tetap lama.",2,negatif
Lita Febri Riyani,tolong di betulkan lgi kedepannya..gue kasih bintang 2 dulu karena hari ini gak mood gegara kagak bisa beli tiket di apk ini....ngeselin amat,2,negatif
Safitri Eka Anggraeni,"Aneh ihh.. sdh beli pas jam 12 mlm tau"" sdh byk yg penuh gerbongnya..mana lagi pke nomer antrian.. wah makin gak masuk akal.. balik cari tanggal..ehh nomer antrian makin lama.. gak masuk d akal.. capek deh..",2,negatif
Maulidany,"nge bug mulu, !!! gak bisa pesen tiket",2,negatif
Nazacky,"Maksudnya apa sih ini, mau cek jadwal kereta gak bisa, suruh pilih tujuan stasiunnya malah gak muncul pop upnya atau opsinya. gak jelas malah gak bisa ngecek jadwal keberangkatan kereta. udah bener versi sebelumnya simpel. malah dibikin bug. sampah",2,negatif
qotrunnada ryandia,"plis kai, tolong dikasih fitur akses ke pembayarannya lagi, saya nyari barcode nya untuk pembayaran udah gak ada, bingung dan berujung tiket saya hangus. pas habis top up juga lama bener kocag. heran, semoga bisa lebih berbenah lagi ya kai. aplikasi ny sangat dibutuhin soalnya 🙏",2,negatif
rosydan 07,aku pencet kota Surabaya gabisa katanya layanannya sedang dalam pemeliharaan terus gimana ini ?,2,negatif
Tian Haiqal Muhammad,Ribet,2,negatif
Aii Cell,kai bagaimana ini kok bisa log out sendiri dan mau pesan lagi tidak bisa,2,negatif
Adi Risfandi,Terlalu sering error,2,negatif
Amaliya Oktora,"Aplikasi nya gimana sih ada pilihan ubah jadwal gak bisa giliran milihnya pembatalan aja bisa kek gak mau rugi bgt mentang"" yg ubah jadwal gk dipotong klo pembatalan potongannya gede heran klo emg gk bisa sistem nya mending gk ush ada pilihan bisa ubah jadwal sama aja boong kalo ujung""nya suruh dibatalin juga",2,negatif
Andini Kurnia,Updateee terossss,2,negatif
Anonymous PZ,"Server sering down/ingin mebeli atau mengganti tiket, loading terus.. Dan tolong, untuk pergantian tanggal keberangkatan jangan di kasih biaya tambahan 25%.. 5-15% lah maximal.. Merugikan.. Parah",2,negatif
Dede Setiyono,Mau bayar tiket aplikasi langsung keluar dan langsung habis parah,2,negatif
Erin Isnaini,"kenape lemooot paraaah, cuma mau mesen tiket kereta lokal padahal -_-",2,negatif
vania sandra,"kek nya buat dadakan dan darurat gabisa dah ini, topup buat tiket lrt aja kudu nunggu banget 15 menit.. nunggu loading 5 menit okelah, lah ini busehhh udah darurat juga ini mah ketinggalan kereta juga.. payahhh",2,negatif
Cahya Sarwahita,Setiap kali instal mulu... Operatornya perbaiki dong masa sekelas KAI BUMN sejelek ini,2,negatif
Nazia zee,Suka eror,2,negatif
Eka Hardiningsih,"Udah donwload dari dulu dan gak pernah merasa nge hapus.. tp kok icon nya gak muncul di hp sayaa yaa... jd saya kira ke hapus... pas nyari lg di playstore ""Kai Acces"" bukan ""Instal"" tp ""Buka""... Aneh sihh...",2,negatif
Kartika Silviana,"Otp sudah diinput, tapi pas dilanjutkan tidak bisa, tidak ada loading sama sekali, bahkan akun lama yg jarang dibuka status inactiv, tdak tau bagaimana cra mengaktifkan kembali, tdak ada info yg jelas",2,negatif
Muchtar Adzi,"Parah, ngantri tiket bbrpa menit tahunya habis, nungguinya Berjam""Ampe bgadang.uninstal aja sklaian...kcewa berat. Dr taun ke taun ga ada perubahan....mnding sistem manual KY dulu.",2,negatif
Diani01 Diani01,"Buat apa ada pemilihan kursi, kalo ujung ujungnya pas udah pembayaran di pisah gerbong, klo terpisah sama² udah dewasa sih ga masalah, ini terpisah sama anak² yg usianya masih di bawah 10 tahun semua, ga pernah sekecewa ini😭😭",2,negatif
Aziz Ahmad,"Setiap mau lebaran pura2 tiket di sebar online,pdahal 3 bulan sebelumnya geh udh pda di lempar ke calo,stiap tiket di lebihin 100 dri hrg sbenarnya di calo2,smoga ulsan ini di lihat pemerintah yg mmpin skrg,agar di audit",2,negatif
Heppy Soneta,Mengapa mau beli karcis sekarang error untuk lubuklinggau,2,negatif
Mia Ajah,"War tiket lebran 2025 ini bner2 KAI g bsa diandelin.begadang mulu tapi g dpet tiket juga.tlong dong kayak tahun2 sebelumnya,walau begadang tapi masih bisa di acces.bner2 kecewa bgt",2,negatif
Syamsuri Shiddiq,"Harus antre, akses dibatasi oleh timer, sering notif error, notif timeout, notif sibuk, notif sesi habis, dan banyak lagi sampah lainnya. Intinya ini system yg sangat menjengkelkan",2,negatif
Kholis betmen,"Mohon admin dibantu, ini pembayaran sudah berhasil,tapi di aplikasinya masih menunggu pembayaran,bagaimana ini? Salo saya sudah terpotong loh,udah email CS nya tapi ttep aja ga di respon tolong lebih diperhatikan",2,negatif
Ayah bima hafiz,"Kenapa setiap mau pembelian tiket di hari raya selalu ada antrian,pas terbuka sudah habis aja",2,negatif
ian satrio,"tidak bisa upgrade member basic. sudah beberapa kali percobaan, ada notifikasi upgrade selesai. tapi diprofil belum update ke member basic, sudah dilakukan install ulang aplikasi, hasilnya nihil",2,negatif
Ifad Zaenun,Kurang respon,2,negatif
Puji Wahyu_L,"Sebelum di upgrade masih bisa liat² tiket connecting train dri ketapang ke tasik. Setelah di upgrade kok gaada menu connecting trainnya, tolong dong ini gimana",2,negatif
Denis Andianto,Aplikasi lemot,2,negatif
Ahmadi M4di,"udah masuk disuruh upgrade.... tpi tetep gak bisa ,ada yg punya solusi",2,negatif
Gusti Suprayitno,Susah pesen tiket lebaran pke sistem antrian mlh gda hasilnya buang2 waktu,2,negatif
Pak Windu Adi,No Seat Available terussssss,2,negatif
Kholifa Tussalamah,Ga heran ratingnya bisa sejelek ini 😌 segampang eror itu apk ini 😶‍🌫,2,negatif
Mas Khori,Booking knpa susah kali mental2 trus.,2,negatif
Erikc Marwan,"nunggu antrian lama , udah dapat antrian habis , hadehhh",2,negatif
har ndonox,Nunggu antrian lama,2,negatif
Yayaa,"semenjak ada antrian susah mesen tiketnya,harus nunggu 30 menit/10 menit itupun lama banget",2,negatif
Soni Adittia,"Pas menjelang lebaran cari tiket susahnya minta ampun, kalah sama orang dalam dan calo2 nya",2,negatif
Aryasena Bimantara,"Buat kereta lokal Cilegon-rangkasbitung kenapa sekarang harus ngewar kursi sendiri, gunanya pesan tiket online buat apa, apa bisa onthespot pasti dapat tiket...",2,negatif
Anam Syaifuddin,Terinstal tp tidak ada.,2,negatif
Al Arzaq,"Pembayaran menggunakan kaipay untuk konfirmasinya lama sedangkan pemesanan tiket ada batas waktunya,minta tolong diperbaiki untuk kaipay nya...klu memang dirasa blm bisa lebih baik fiture kai pay dihapus saja...jujur saya merasa dirugikan dengan pembayaran 4tiket yg tidak terkonfirmasi kaipay ttpi saldo sudah terpotong",2,negatif
Rachman Noerhidayat,Mau pesan tiket disuruh tunggu antrian. Ketika sudah masuk malah gak bisa naik ke menu pilih kursi. Pesan offline skrg gak bisa. Perbaiki pelayanan kalian.,2,negatif
Tri Wahyuni,"PARAHH, sistem down. Ga bisa check out tiket. Muncul notif time out dsb. Ditambah waktu payment juga ga bisa. Ini KAI terparah karena di tahun tahun sebelumnya server KAI tidak sampai seperti ini",2,negatif
Siti Petarangan,Tahun ini lebih lemot aplikasi nya dibanding lebaran tahun lalu. Pakai waktu antrian jg. Tahun lalu lancar nyaman,2,negatif
Maulina Devi16M,"Tolong dong😃 Masa tiap tahun mau pesen tiket lebaran ada aja gebrakannya nih APK😃 Skrg pake sistem antri, udh rela begadang biasanya jm 00 lngsung pesen bisa, ini malah kalah duluan, waduhhh mboh👎🏻",2,negatif
Santi Mily,"Susah banget cari tiket lebaran padahal jam 00.00 teng udah masuk, kalo tiket terbatas gini SEHARUSNYA KERETA BATURRADEN EXPRESS DIAKTIFKAN LAGI!!!!",2,negatif
Mujayanah s,"Sumpah ini jelek bgt aplikasi, penjualan tiket kai lebaran pake antrian dan giliran udah masuk sistem down terus. Bener² gak bagus banget... Buang buang waktu.",2,negatif
Dimas Aditya Yudhistira P.,keseringan update makan storage,2,negatif
Appledog,terlalu memakan waktu,2,negatif
Qurrotul Aini Azizah,kenapa lemot bangetttt😪,2,negatif
Fery Setiawan,kenapa lama ditunda instal KAI Acces,2,negatif
Aga Aja,Supaya tidak buang-buang anggaran sepertinya KAI harus minta bantuan sama Pak Jonan untuk memperbaiki aplikasi KAI ACCESS ini. Setelah update malah banyak masalahnya. Kadang refund bisa ke ewallet kadang tidak bisa. Ketika bayarpun ewallet yang sudah pernah dipakai atau sudah terhubung minta dihubungkan lagi atau tidak nongol dipilihan pembayaran.,2,negatif
Indonesian Anime,"Tolong di kembangin lagi,",2,negatif
sutijan Tyjhan,Sistemnya masih banyak errornya...,2,negatif
AB Channel,Ga masuk tiket pdhal ada 2 kursi lagi ke tolak terus,2,negatif
Larasati Poetri,terlalu sering harus diupdate,2,negatif
Vicky Wibowo,"Aplikasi bagus banyak yang pake tapi ko gak sesuai ia, masa tiket tersedia tapi giliran masuk time out Mulu, dan anehnya pas keluar tiket ludes dan abis",2,negatif
Galih Wiranata,Ini gimana tolonglah di update kek apanya masa dari tadi jam 00.02 tulisanya transaksi tinggi coba lagi di coba sampek hbs waktu pemesanan sampek 4 kali ke hbs waktu pemesanan tetep sama aja gak bisa aduh mana tiket nya cepet banget habisnya,2,negatif
Adi Sucipto,Kurang puas udah boking nunggu tiket supaya dapet malah suruh nunggu antrian beli tiket gak bisa skrng payah cobalah yg adil yg dlu di dulukan masak nunggu2 gak dapet tiket pulang lebaran,2,negatif
Denny Ant,"Aplikasi sering bug pada saat pembayaran baik itu melalui QRIS ataupun KAIPAY loading lama yang akhirnya time out, telepon Contact Center 121 tidak pernah respon atau tidak pernah diangkat teleponnya.",2,negatif
Captain Jack,"Mau pesen tiket lebaran aja susahnya minta ampun, ditiket tertulis masih tersedia giliran udh masukin semua data2 lengkap ujung2'ny tidak tersedia kursi. Terus kemana perginy itu tiket kereta api (apakah kecalo semua min)..",2,negatif
Wiwin Indra,"Kenapa sekarang harus pakai sistem antrian sih, sumpah buang2 waktu, kalo lagi buru2 pesen tiket jadi susah, waktunya terbuang sia2 buat nunggu antrian, pas udah dapat tiket tinggal pembayaran aja loading terus, padahal udah tinggal bayar, giliran udah mau bayar gak bisa transaksinya gak ada. Eror semua",2,negatif
Rivaldi Aditya,Sebaiknya ditambahkan menu untuk melihat tiket yang belum dibayar atau masih dalam status booking. Fungsi keranjang buat apa kalau setiap kali tidak sengaja keluar aplikasi selalu membooking ulang?,2,negatif
Agus Pro,Mau bayar barcode kenapa tidak bisa di download QR nya. Jadi bertanya tanya sendiri,2,negatif
dezzta pratama,War tiket server gak jelas,2,negatif
12 TO 1_Arif Aditama_06,"Kebanyakan bug nih min, tolong perbaiki",2,negatif
Nameerah Nurul sakinah,selalu tidak bisa untuk login 'phone already exist' TOLONG PERHATIKAN LAGI!!! sedang butuh,2,negatif
Nayla Oktaviani,Kode verifikasi gabisa kluar pdhl udh di coba di berbagai cara,2,negatif
Angga Riski,Sekarang sering error mau pembayaran 1 detik langsung kadaluwarsa...sebelum sering ada pembaruan (update) normal beli tiket mudah...,2,negatif
WURIE adie,susah banget buat verifikasi email🥲,2,negatif
Nefi Arista,Sebelumnya sudah instal aplikasi nya dan bisa digunakan.tidak pernah di uninstal tapi tiba tiba logout dan tidak bisa log in lagi.jujur kecewa sekali mengingat tiket nya yang cepat terjual jadi kita yang sangat membutuhkan jadi kesulitan,2,negatif
hadi -_-,"kebanyakan update kebanyakan bug, pesen railfood aja delay seabad sinyal lancar padahal",2,negatif
Nuraeni,"Sering maintenance, kalo mau pesen railfood jd susah",2,negatif
Septi Wahyuni,Tidak bisa melihat tiket untuk lebaran pdhl harus ny tiket lebaran kn udah keluar,2,negatif
Asef supriyadi,gak bisa login setelah update,2,negatif
